frame,id,x,y,image_index,map,seed
3,13,287,127,0,corridor,1000
3,14,194,247,0,corridor,1000
3,15,165,174,0,corridor,1000
3,16,259,125,0,corridor,1000
3,17,262,223,0,corridor,1000
3,18,185,266,0,corridor,1000
3,19,93,102,0,corridor,1000
3,20,461,509,0,corridor,1000
3,21,430,559,0,corridor,1000
3,22,485,629,0,corridor,1000
3,23,556,546,0,corridor,1000
3,24,598,511,0,corridor,1000
3,25,582,452,0,corridor,1000
3,26,509,523,0,corridor,1000
3,27,582,549,0,corridor,1000
3,28,487,456,0,corridor,1000
3,29,593,577,0,corridor,1000
3,30,426,532,0,corridor,1000
3,31,438,429,0,corridor,1000
3,32,508,451,0,corridor,1000
3,33,476,462,0,corridor,1000
3,34,631,531,0,corridor,1000
3,35,631,551,0,corridor,1000
3,36,510,436,0,corridor,1000
3,37,556,486,0,corridor,1000
3,38,534,508,0,corridor,1000
3,39,433,439,0,corridor,1000
4,0,122,231,0,corridor,1000
4,1,259,151,0,corridor,1000
4,2,231,142,0,corridor,1000
4,3,169,225,0,corridor,1000
4,4,163,208,0,corridor,1000
4,5,265,153,0,corridor,1000
4,6,273,146,0,corridor,1000
4,7,231,171,0,corridor,1000
4,8,297,265,0,corridor,1000
4,9,165,279,0,corridor,1000
4,10,124,200,0,corridor,1000
4,11,125,104,0,corridor,1000
4,12,93,200,0,corridor,1000
4,13,287,129,0,corridor,1000
4,14,195,248,0,corridor,1000
4,15,164,176,0,corridor,1000
4,16,258,127,0,corridor,1000
4,17,262,225,0,corridor,1000
4,18,183,266,0,corridor,1000
4,19,92,104,0,corridor,1000
4,20,462,511,0,corridor,1000
4,21,429,560,0,corridor,1000
4,22,486,630,0,corridor,1000
4,23,558,545,0,corridor,1000
4,24,597,512,0,corridor,1000
4,25,583,451,0,corridor,1000
4,26,510,521,0,corridor,1000
4,27,584,548,0,corridor,1000
4,28,489,456,0,corridor,1000
4,29,591,578,0,corridor,1000
4,30,425,533,0,corridor,1000
4,31,440,428,0,corridor,1000
4,32,510,449,0,corridor,1000
4,33,475,463,0,corridor,1000
4,34,632,531,0,corridor,1000
4,35,633,550,0,corridor,1000
4,36,511,437,0,corridor,1000
4,37,557,488,0,corridor,1000
4,38,536,509,0,corridor,1000
4,39,433,441,0,corridor,1000
5,0,122,229,0,corridor,1000
5,1,258,153,0,corridor,1000
5,2,229,142,0,corridor,1000
5,3,169,227,0,corridor,1000
5,4,162,207,0,corridor,1000
5,5,266,155,0,corridor,1000
5,6,275,147,0,corridor,1000
5,7,230,172,0,corridor,1000
5,8,299,265,0,corridor,1000
5,9,165,278,0,corridor,1000
5,10,125,202,0,corridor,1000
5,11,126,105,0,corridor,1000
5,12,92,202,0,corridor,1000
5,13,287,131,0,corridor,1000
5,14,196,250,0,corridor,1000
5,15,163,178,0,corridor,1000
5,16,257,128,0,corridor,1000
5,17,261,227,0,corridor,1000
5,18,181,266,0,corridor,1000
5,19,91,106,0,corridor,1000
5,20,463,512,0,corridor,1000
5,21,428,562,0,corridor,1000
5,22,487,632,0,corridor,1000
5,23,558,543,0,corridor,1000
5,24,596,514,0,corridor,1000
5,25,585,450,0,corridor,1000
5,26,511,519,0,corridor,1000
5,27,586,547,0,corridor,1000
5,28,491,456,0,corridor,1000
5,29,589,578,0,corridor,1000
5,30,423,534,0,corridor,1000
5,31,442,427,0,corridor,1000
5,32,511,448,0,corridor,1000
5,33,474,465,0,corridor,1000
5,34,634,532,0,corridor,1000
5,35,635,550,0,corridor,1000
5,36,513,438,0,corridor,1000
5,37,558,489,0,corridor,1000
5,38,537,510,0,corridor,1000
5,39,433,443,0,corridor,1000
6,0,123,227,0,corridor,1000
6,1,257,155,0,corridor,1000
6,2,227,141,0,corridor,1000
6,3,169,229,0,corridor,1000
6,4,161,205,0,corridor,1000
6,5,266,157,0,corridor,1000
6,6,277,147,0,corridor,1000
6,7,228,173,0,corridor,1000
6,8,301,265,0,corridor,1000
6,9,164,276,0,corridor,1000
6,10,126,204,0,corridor,1000
6,11,127,107,0,corridor,1000
6,12,92,204,0,corridor,1000
6,13,287,133,0,corridor,1000
6,14,197,252,0,corridor,1000
6,15,162,180,0,corridor,1000
6,16,255,130,0,corridor,1000
6,17,261,229,0,corridor,1000
6,18,179,266,0,corridor,1000
6,19,91,108,0,corridor,1000
6,20,465,513,0,corridor,1000
6,21,427,564,0,corridor,1000
6,22,489,634,0,corridor,1000
6,23,559,541,0,corridor,1000
6,24,595,516,0,corridor,1000
6,25,587,449,0,corridor,1000
6,26,512,518,0,corridor,1000
6,27,588,546,0,corridor,1000
6,28,493,456,0,corridor,1000
6,29,587,579,0,corridor,1000
6,30,421,535,0,corridor,1000
6,31,443,426,0,corridor,1000
6,32,513,447,0,corridor,1000
6,33,472,466,0,corridor,1000
6,34,636,533,0,corridor,1000
6,35,637,549,0,corridor,1000
6,36,515,439,0,corridor,1000
6,37,559,491,0,corridor,1000
6,38,539,511,0,corridor,1000
6,39,433,445,0,corridor,1000
7,0,123,225,0,corridor,1000
7,1,257,157,0,corridor,1000
7,2,225,141,0,corridor,1000
7,3,169,231,0,corridor,1000
7,4,160,203,0,corridor,1000
7,5,267,159,0,corridor,1000
7,6,279,147,0,corridor,1000
7,7,227,174,0,corridor,1000
7,8,303,265,0,corridor,1000
7,9,163,274,0,corridor,1000
7,10,127,205,0,corridor,1000
7,11,128,109,0,corridor,1000
7,12,91,206,0,corridor,1000
7,13,287,135,0,corridor,1000
7,14,198,253,0,corridor,1000
7,15,161,181,0,corridor,1000
7,16,254,131,0,corridor,1000
7,17,260,230,0,corridor,1000
7,18,177,267,0,corridor,1000
7,19,90,110,0,corridor,1000
7,20,466,515,0,corridor,1000
7,21,426,565,0,corridor,1000
7,22,490,635,0,corridor,1000
7,23,560,539,0,corridor,1000
7,24,594,518,0,corridor,1000
7,25,589,448,0,corridor,1000
7,26,514,516,0,corridor,1000
7,27,589,545,0,corridor,1000
7,28,495,456,0,corridor,1000
7,29,585,579,0,corridor,1000
7,30,420,537,0,corridor,1000
7,31,445,425,0,corridor,1000
7,32,514,445,0,corridor,1000
7,33,471,468,0,corridor,1000
7,34,638,534,0,corridor,1000
7,35,639,549,0,corridor,1000
7,36,516,440,0,corridor,1000
7,37,560,493,0,corridor,1000
7,38,541,512,0,corridor,1000
7,39,434,447,0,corridor,1000
8,0,124,224,0,corridor,1000
8,1,256,159,0,corridor,1000
8,2,224,140,0,corridor,1000
8,3,169,233,0,corridor,1000
8,4,159,202,0,corridor,1000
8,5,267,161,0,corridor,1000
8,6,281,147,0,corridor,1000
8,7,225,176,0,corridor,1000
8,8,305,265,0,corridor,1000
8,9,163,272,0,corridor,1000
8,10,128,207,0,corridor,1000
8,11,129,111,0,corridor,1000
8,12,91,208,0,corridor,1000
8,13,287,137,0,corridor,1000
8,14,200,255,0,corridor,1000
8,15,161,183,0,corridor,1000
8,16,252,132,0,corridor,1000
8,17,259,232,0,corridor,1000
8,18,175,267,0,corridor,1000
8,19,89,111,0,corridor,1000
8,20,468,516,0,corridor,1000
8,21,424,567,0,corridor,1000
8,22,491,637,0,corridor,1000
8,23,561,538,0,corridor,1000
8,24,593,519,0,corridor,1000
8,25,590,447,0,corridor,1000
8,26,515,515,0,corridor,1000
8,27,591,545,0,corridor,1000
8,28,497,455,0,corridor,1000
8,29,583,580,0,corridor,1000
8,30,418,538,0,corridor,1000
8,31,447,424,0,corridor,1000
8,32,516,444,0,corridor,1000
8,33,470,470,0,corridor,1000
8,34,640,534,0,corridor,1000
8,35,641,549,0,corridor,1000
8,36,518,441,0,corridor,1000
8,37,561,495,0,corridor,1000
8,38,542,513,0,corridor,1000
8,39,434,449,0,corridor,1000
9,0,125,222,0,corridor,1000
9,1,256,161,0,corridor,1000
9,2,222,139,0,corridor,1000
9,3,169,235,0,corridor,1000
9,4,158,200,0,corridor,1000
9,5,268,162,0,corridor,1000
9,6,283,148,0,corridor,1000
9,7,224,177,0,corridor,1000
9,8,307,265,0,corridor,1000
9,9,162,270,0,corridor,1000
9,10,129,209,0,corridor,1000
9,11,130,112,0,corridor,1000
9,12,91,210,0,corridor,1000
9,13,287,139,0,corridor,1000
9,14,201,256,0,corridor,1000
9,15,160,185,0,corridor,1000
9,16,251,133,0,corridor,1000
9,17,259,234,0,corridor,1000
9,18,173,267,0,corridor,1000
9,19,88,113,0,corridor,1000
9,20,470,517,0,corridor,1000
9,21,423,568,0,corridor,1000
9,22,492,639,0,corridor,1000
9,23,562,536,0,corridor,1000
9,24,592,521,0,corridor,1000
9,25,592,446,0,corridor,1000
9,26,516,513,0,corridor,1000
9,27,593,544,0,corridor,1000
9,28,499,455,0,corridor,1000
9,29,581,580,0,corridor,1000
9,30,417,539,0,corridor,1000
9,31,448,423,0,corridor,1000
9,32,517,442,0,corridor,1000
9,33,468,471,0,corridor,1000
9,34,642,535,0,corridor,1000
9,35,643,549,0,corridor,1000
9,36,520,443,0,corridor,1000
9,37,562,496,0,corridor,1000
9,38,544,514,0,corridor,1000
9,39,434,451,0,corridor,1000
10,0,125,220,0,corridor,1000
10,1,255,163,0,corridor,1000
10,2,220,138,0,corridor,1000
10,3,169,237,0,corridor,1000
10,4,157,198,0,corridor,1000
10,5,269,164,0,corridor,1000
10,6,285,148,0,corridor,1000
10,7,222,178,0,corridor,1000
10,8,309,265,0,corridor,1000
10,9,161,268,0,corridor,1000
10,10,130,211,0,corridor,1000
10,11,131,114,0,corridor,1000
10,12,90,212,0,corridor,1000
10,13,287,141,0,corridor,1000
10,14,203,257,0,corridor,1000
10,15,159,187,0,corridor,1000
10,16,249,135,0,corridor,1000
10,17,258,236,0,corridor,1000
10,18,171,267,0,corridor,1000
10,19,87,115,0,corridor,1000
10,20,471,518,0,corridor,1000
10,21,422,570,0,corridor,1000
10,22,493,641,0,corridor,1000
10,23,563,534,0,corridor,1000
10,24,591,523,0,corridor,1000
10,25,594,445,0,corridor,1000
10,26,517,512,0,corridor,1000
10,27,595,544,0,corridor,1000
10,28,501,454,0,corridor,1000
10,29,580,581,0,corridor,1000
10,30,415,540,0,corridor,1000
10,31,450,421,0,corridor,1000
10,32,518,441,0,corridor,1000
10,33,467,472,0,corridor,1000
10,34,643,536,0,corridor,1000
10,35,645,548,0,corridor,1000
10,36,521,444,0,corridor,1000
10,37,563,498,0,corridor,1000
10,38,545,516,0,corridor,1000
10,39,434,453,0,corridor,1000
11,0,126,218,0,corridor,1000
11,1,255,165,0,corridor,1000
11,2,218,138,0,corridor,1000
11,3,169,239,0,corridor,1000
11,4,157,196,0,corridor,1000
11,5,270,166,0,corridor,1000
11,6,287,149,0,corridor,1000
11,7,221,180,0,corridor,1000
11,8,311,265,0,corridor,1000
11,9,161,266,0,corridor,1000
11,10,130,213,0,corridor,1000
11,11,132,115,0,corridor,1000
11,12,90,214,0,corridor,1000
11,13,286,143,0,corridor,1000
11,14,205,258,0,corridor,1000
11,15,159,189,0,corridor,1000
11,16,248,136,0,corridor,1000
11,17,258,238,0,corridor,1000
11,18,169,267,0,corridor,1000
11,19,86,117,0,corridor,1000
11,20,473,519,0,corridor,1000
11,21,420,571,0,corridor,1000
11,22,494,642,0,corridor,1000
11,23,563,532,0,corridor,1000
11,24,589,524,0,corridor,1000
11,25,596,445,0,corridor,1000
11,26,519,510,0,corridor,1000
11,27,597,543,0,corridor,1000
11,28,503,453,0,corridor,1000
11,29,578,581,0,corridor,1000
11,30,413,541,0,corridor,1000
11,31,452,420,0,corridor,1000
11,32,520,439,0,corridor,1000
11,33,465,474,0,corridor,1000
11,34,645,537,0,corridor,1000
11,35,647,548,0,corridor,1000
11,36,522,446,0,corridor,1000
11,37,563,500,0,corridor,1000
11,38,547,517,0,corridor,1000
11,39,434,455,0,corridor,1000
12,0,127,216,0,corridor,1000
12,1,256,167,0,corridor,1000
12,2,216,137,0,corridor,1000
12,3,169,241,0,corridor,1000
12,4,156,194,0,corridor,1000
12,5,271,168,0,corridor,1000
12,6,288,149,0,corridor,1000
12,7,220,181,0,corridor,1000
12,8,313,265,0,corridor,1000
12,9,160,264,0,corridor,1000
12,10,131,214,0,corridor,1000
12,11,134,117,0,corridor,1000
12,12,89,216,0,corridor,1000
12,13,285,145,0,corridor,1000
12,14,206,259,0,corridor,1000
12,15,158,191,0,corridor,1000
12,16,247,138,0,corridor,1000
12,17,257,240,0,corridor,1000
12,18,167,267,0,corridor,1000
12,19,86,119,0,corridor,1000
12,20,475,520,0,corridor,1000
12,21,419,573,0,corridor,1000
12,22,495,644,0,corridor,1000
12,23,564,530,0,corridor,1000
12,24,588,526,0,corridor,1000
12,25,598,444,0,corridor,1000
12,26,520,509,0,corridor,1000
12,27,599,543,0,corridor,1000
12,28,504,452,0,corridor,1000
12,29,576,581,0,corridor,1000
12,30,412,542,0,corridor,1000
12,31,453,419,0,corridor,1000
12,32,521,438,0,corridor,1000
12,33,464,475,0,corridor,1000
12,34,647,537,0,corridor,1000
12,35,649,547,0,corridor,1000
12,36,524,447,0,corridor,1000
12,37,564,502,0,corridor,1000
12,38,549,518,0,corridor,1000
12,39,434,457,0,corridor,1000
13,0,128,214,0,corridor,1000
13,1,256,169,0,corridor,1000
13,2,214,136,0,corridor,1000
13,3,169,243,0,corridor,1000
13,4,155,192,0,corridor,1000
13,5,272,170,0,corridor,1000
13,6,290,150,0,corridor,1000
13,7,218,183,0,corridor,1000
13,8,315,265,0,corridor,1000
13,9,160,262,0,corridor,1000
13,10,132,216,0,corridor,1000
13,11,135,118,0,corridor,1000
13,12,89,218,0,corridor,1000
13,13,285,147,0,corridor,1000
13,14,208,261,0,corridor,1000
13,15,158,193,0,corridor,1000
13,16,245,139,0,corridor,1000
13,17,255,241,0,corridor,1000
13,18,165,268,0,corridor,1000
13,19,85,121,0,corridor,1000
13,20,476,521,0,corridor,1000
13,21,417,574,0,corridor,1000
13,22,496,646,0,corridor,1000
13,23,565,528,0,corridor,1000
13,24,587,527,0,corridor,1000
13,25,600,444,0,corridor,1000
13,26,521,507,0,corridor,1000
13,27,601,542,0,corridor,1000
13,28,506,452,0,corridor,1000
13,29,574,581,0,corridor,1000
13,30,410,544,0,corridor,1000
13,31,455,418,0,corridor,1000
13,32,522,436,0,corridor,1000
13,33,462,476,0,corridor,1000
13,34,649,538,0,corridor,1000
13,35,650,547,0,corridor,1000
13,36,525,448,0,corridor,1000
13,37,564,504,0,corridor,1000
13,38,550,519,0,corridor,1000
13,39,434,459,0,corridor,1000
14,0,128,212,0,corridor,1000
14,1,257,171,0,corridor,1000
14,2,212,136,0,corridor,1000
14,3,170,245,0,corridor,1000
14,4,154,191,0,corridor,1000
14,5,273,171,0,corridor,1000
14,6,292,150,0,corridor,1000
14,7,217,184,0,corridor,1000
14,8,317,266,0,corridor,1000
14,9,159,260,0,corridor,1000
14,10,133,218,0,corridor,1000
14,11,136,120,0,corridor,1000
14,12,89,220,0,corridor,1000
14,13,284,149,0,corridor,1000
14,14,210,262,0,corridor,1000
14,15,157,195,0,corridor,1000
14,16,244,140,0,corridor,1000
14,17,254,243,0,corridor,1000
14,18,163,268,0,corridor,1000
14,19,84,122,0,corridor,1000
14,20,478,522,0,corridor,1000
14,21,416,576,0,corridor,1000
14,22,497,647,0,corridor,1000
14,23,565,527,0,corridor,1000
14,24,586,529,0,corridor,1000
14,25,602,444,0,corridor,1000
14,26,523,506,0,corridor,1000
14,27,603,542,0,corridor,1000
14,28,508,451,0,corridor,1000
14,29,572,581,0,corridor,1000
14,30,409,545,0,corridor,1000
14,31,457,417,0,corridor,1000
14,32,523,434,0,corridor,1000
14,33,461,478,0,corridor,1000
14,34,651,538,0,corridor,1000
14,35,652,547,0,corridor,1000
14,36,526,450,0,corridor,1000
14,37,565,506,0,corridor,1000
14,38,551,521,0,corridor,1000
14,39,434,461,0,corridor,1000
15,0,129,210,0,corridor,1000
15,1,257,172,0,corridor,1000
15,2,210,135,0,corridor,1000
15,3,170,247,0,corridor,1000
15,4,154,189,0,corridor,1000
15,5,274,173,0,corridor,1000
15,6,294,151,0,corridor,1000
15,7,215,186,0,corridor,1000
15,8,315,265,0,corridor,1000
15,9,158,259,0,corridor,1000
15,10,135,219,0,corridor,1000
15,11,138,121,0,corridor,1000
15,12,90,222,0,corridor,1000
15,13,284,151,0,corridor,1000
15,14,211,263,0,corridor,1000
15,15,156,196,0,corridor,1000
15,16,242,142,0,corridor,1000
15,17,253,245,0,corridor,1000
15,18,161,268,0,corridor,1000
15,19,82,124,0,corridor,1000
15,20,480,523,0,corridor,1000
15,21,415,577,0,corridor,1000
15,22,498,649,0,corridor,1000
15,23,566,525,0,corridor,1000
15,24,584,530,0,corridor,1000
15,25,604,443,0,corridor,1000
15,26,524,504,0,corridor,1000
15,27,605,541,0,corridor,1000
15,28,510,450,0,corridor,1000
15,29,570,580,0,corridor,1000
15,30,407,546,0,corridor,1000
15,31,459,417,0,corridor,1000
15,32,524,433,0,corridor,1000
15,33,460,479,0,corridor,1000
15,34,653,539,0,corridor,1000
15,35,654,547,0,corridor,1000
15,36,527,452,0,corridor,1000
15,37,565,508,0,corridor,1000
15,38,553,522,0,corridor,1000
15,39,434,463,0,corridor,1000
16,0,129,208,0,corridor,1000
16,1,258,174,0,corridor,1000
16,2,208,135,0,corridor,1000
16,3,170,249,0,corridor,1000
16,4,153,187,0,corridor,1000
16,5,275,175,0,corridor,1000
16,6,296,151,0,corridor,1000
16,7,214,187,0,corridor,1000
16,8,313,265,0,corridor,1000
16,9,157,257,0,corridor,1000
16,10,136,221,0,corridor,1000
16,11,139,123,0,corridor,1000
16,12,90,224,0,corridor,1000
16,13,284,152,0,corridor,1000
16,14,213,264,0,corridor,1000
16,15,155,198,0,corridor,1000
16,16,241,143,0,corridor,1000
16,17,252,246,0,corridor,1000
16,18,159,269,0,corridor,1000
16,19,81,125,0,corridor,1000
16,20,482,524,0,corridor,1000
16,21,413,578,0,corridor,1000
16,22,499,651,0,corridor,1000
16,23,566,523,0,corridor,1000
16,24,583,532,0,corridor,1000
16,25,606,443,0,corridor,1000
16,26,525,503,0,corridor,1000
16,27,607,541,0,corridor,1000
16,28,512,449,0,corridor,1000
16,29,568,580,0,corridor,1000
16,30,405,547,0,corridor,1000
16,31,461,416,0,corridor,1000
16,32,526,431,0,corridor,1000
16,33,458,481,0,corridor,1000
16,34,655,540,0,corridor,1000
16,35,656,546,0,corridor,1000
16,36,528,454,0,corridor,1000
16,37,566,510,0,corridor,1000
16,38,554,524,0,corridor,1000
16,39,434,465,0,corridor,1000
17,0,130,207,0,corridor,1000
17,1,258,176,0,corridor,1000
17,2,207,134,0,corridor,1000
17,3,170,251,0,corridor,1000
17,4,153,185,0,corridor,1000
17,5,276,176,0,corridor,1000
17,6,298,152,0,corridor,1000
17,7,212,188,0,corridor,1000
17,8,311,265,0,corridor,1000
17,9,156,255,0,corridor,1000
17,10,138,222,0,corridor,1000
17,11,140,124,0,corridor,1000
17,12,90,226,0,corridor,1000
17,13,283,154,0,corridor,1000
17,14,215,265,0,corridor,1000
17,15,154,200,0,corridor,1000
17,16,239,145,0,corridor,1000
17,17,251,248,0,corridor,1000
17,18,157,269,0,corridor,1000
17,19,80,127,0,corridor,1000
17,20,484,525,0,corridor,1000
17,21,412,580,0,corridor,1000
17,22,500,652,0,corridor,1000
17,23,567,521,0,corridor,1000
17,24,582,533,0,corridor,1000
17,25,608,442,0,corridor,1000
17,26,526,501,0,corridor,1000
17,27,609,540,0,corridor,1000
17,28,514,449,0,corridor,1000
17,29,566,580,0,corridor,1000
17,30,403,547,0,corridor,1000
17,31,462,415,0,corridor,1000
17,32,527,430,0,corridor,1000
17,33,457,482,0,corridor,1000
17,34,657,540,0,corridor,1000
17,35,658,546,0,corridor,1000
17,36,529,456,0,corridor,1000
17,37,567,512,0,corridor,1000
17,38,556,525,0,corridor,1000
17,39,433,467,0,corridor,1000
18,0,131,205,0,corridor,1000
18,1,259,178,0,corridor,1000
18,2,205,133,0,corridor,1000
18,3,170,253,0,corridor,1000
18,4,152,183,0,corridor,1000
18,5,277,178,0,corridor,1000
18,6,300,152,0,corridor,1000
18,7,211,189,0,corridor,1000
18,8,309,264,0,corridor,1000
18,9,155,253,0,corridor,1000
18,10,139,223,0,corridor,1000
18,11,142,125,0,corridor,1000
18,12,90,228,0,corridor,1000
18,13,283,156,0,corridor,1000
18,14,217,265,0,corridor,1000
18,15,153,202,0,corridor,1000
18,16,238,146,0,corridor,1000
18,17,250,250,0,corridor,1000
18,18,156,270,0,corridor,1000
18,19,79,129,0,corridor,1000
18,20,485,526,0,corridor,1000
18,21,410,581,0,corridor,1000
18,22,501,654,0,corridor,1000
18,23,567,519,0,corridor,1000
18,24,581,535,0,corridor,1000
18,25,609,441,0,corridor,1000
18,26,527,499,0,corridor,1000
18,27,611,540,0,corridor,1000
18,28,516,449,0,corridor,1000
18,29,564,580,0,corridor,1000
18,30,401,548,0,corridor,1000
18,31,464,414,0,corridor,1000
18,32,529,429,0,corridor,1000
18,33,456,484,0,corridor,1000
18,34,659,541,0,corridor,1000
18,35,660,546,0,corridor,1000
18,36,529,457,0,corridor,1000
18,37,567,514,0,corridor,1000
18,38,557,526,0,corridor,1000
18,39,432,469,0,corridor,1000
19,0,131,203,0,corridor,1000
19,1,259,180,0,corridor,1000
19,2,203,132,0,corridor,1000
19,3,170,255,0,corridor,1000
19,4,151,181,0,corridor,1000
19,5,278,180,0,corridor,1000
19,6,302,153,0,corridor,1000
19,7,209,191,0,corridor,1000
19,8,307,264,0,corridor,1000
19,9,154,252,0,corridor,1000
19,10,140,225,0,corridor,1000
19,11,144,127,0,corridor,1000
19,12,91,230,0,corridor,1000
19,13,283,158,0,corridor,1000
19,14,219,266,0,corridor,1000
19,15,152,203,0,corridor,1000
19,16,237,148,0,corridor,1000
19,17,249,252,0,corridor,1000
19,18,154,270,0,corridor,1000
19,19,78,130,0,corridor,1000
19,20,487,527,0,corridor,1000
19,21,409,582,0,corridor,1000
19,22,503,655,0,corridor,1000
19,23,567,517,0,corridor,1000
19,24,579,536,0,corridor,1000
19,25,611,441,0,corridor,1000
19,26,528,498,0,corridor,1000
19,27,613,539,0,corridor,1000
19,28,518,449,0,corridor,1000
19,29,562,581,0,corridor,1000
19,30,400,550,0,corridor,1000
19,31,466,412,0,corridor,1000
19,32,530,427,0,corridor,1000
19,33,454,485,0,corridor,1000
19,34,661,541,0,corridor,1000
19,35,662,546,0,corridor,1000
19,36,530,459,0,corridor,1000
19,37,567,516,0,corridor,1000
19,38,559,528,0,corridor,1000
19,39,432,470,0,corridor,1000
20,0,132,201,0,corridor,1000
20,1,260,182,0,corridor,1000
20,2,201,132,0,corridor,1000
20,3,171,257,0,corridor,1000
20,4,151,179,0,corridor,1000
20,5,279,181,0,corridor,1000
20,6,304,153,0,corridor,1000
20,7,208,192,0,corridor,1000
20,8,305,264,0,corridor,1000
20,9,153,250,0,corridor,1000
20,10,141,227,0,corridor,1000
20,11,145,127,0,corridor,1000
20,12,91,232,0,corridor,1000
20,13,283,160,0,corridor,1000
20,14,221,266,0,corridor,1000
20,15,151,205,0,corridor,1000
20,16,235,149,0,corridor,1000
20,17,248,253,0,corridor,1000
20,18,152,271,0,corridor,1000
20,19,77,132,0,corridor,1000
20,20,489,527,0,corridor,1000
20,21,407,583,0,corridor,1000
20,22,504,657,0,corridor,1000
20,23,568,515,0,corridor,1000
20,24,578,538,0,corridor,1000
20,25,613,441,0,corridor,1000
20,26,529,496,0,corridor,1000
20,27,615,539,0,corridor,1000
20,28,520,449,0,corridor,1000
20,29,560,580,0,corridor,1000
20,30,398,551,0,corridor,1000
20,31,467,411,0,corridor,1000
20,32,532,426,0,corridor,1000
20,33,453,487,0,corridor,1000
20,34,663,542,0,corridor,1000
20,35,664,546,0,corridor,1000
20,36,531,461,0,corridor,1000
20,37,567,517,0,corridor,1000
20,38,560,529,0,corridor,1000
20,39,431,472,0,corridor,1000
21,0,133,199,0,corridor,1000
21,1,260,184,0,corridor,1000
21,2,199,131,0,corridor,1000
21,3,171,259,0,corridor,1000
21,4,150,177,0,corridor,1000
21,5,280,183,0,corridor,1000
21,6,306,154,0,corridor,1000
21,7,207,194,0,corridor,1000
21,8,303,264,0,corridor,1000
21,9,152,248,0,corridor,1000
21,10,142,228,0,corridor,1000
21,11,147,128,0,corridor,1000
21,12,91,234,0,corridor,1000
21,13,283,162,0,corridor,1000
21,14,223,267,0,corridor,1000
21,15,150,207,0,corridor,1000
21,16,234,151,0,corridor,1000
21,17,247,255,0,corridor,1000
21,18,150,272,0,corridor,1000
21,19,76,134,0,corridor,1000
21,20,491,528,0,corridor,1000
21,21,405,585,0,corridor,1000
21,22,505,659,0,corridor,1000
21,23,568,513,0,corridor,1000
21,24,576,539,0,corridor,1000
21,25,615,440,0,corridor,1000
21,26,530,494,0,corridor,1000
21,27,617,538,0,corridor,1000
21,28,522,448,0,corridor,1000
21,29,558,580,0,corridor,1000
21,30,396,552,0,corridor,1000
21,31,469,410,0,corridor,1000
21,32,533,425,0,corridor,1000
21,33,452,488,0,corridor,1000
21,34,665,542,0,corridor,1000
21,35,666,547,0,corridor,1000
21,36,532,463,0,corridor,1000
21,37,567,519,0,corridor,1000
21,38,561,531,0,corridor,1000
21,39,431,474,0,corridor,1000
22,0,134,197,0,corridor,1000
22,1,261,186,0,corridor,1000
22,2,197,130,0,corridor,1000
22,3,171,261,0,corridor,1000
22,4,150,175,0,corridor,1000
22,5,280,185,0,corridor,1000
22,6,308,154,0,corridor,1000
22,7,205,195,0,corridor,1000
22,8,301,264,0,corridor,1000
22,9,151,247,0,corridor,1000
22,10,143,230,0,corridor,1000
22,11,149,129,0,corridor,1000
22,12,91,236,0,corridor,1000
22,13,283,164,0,corridor,1000
22,14,224,267,0,corridor,1000
22,15,149,209,0,corridor,1000
22,16,232,152,0,corridor,1000
22,17,246,257,0,corridor,1000
22,18,148,272,0,corridor,1000
22,19,75,136,0,corridor,1000
22,20,492,529,0,corridor,1000
22,21,404,586,0,corridor,1000
22,22,507,660,0,corridor,1000
22,23,569,511,0,corridor,1000
22,24,574,540,0,corridor,1000
22,25,617,440,0,corridor,1000
22,26,531,492,0,corridor,1000
22,27,618,538,0,corridor,1000
22,28,523,448,0,corridor,1000
22,29,556,580,0,corridor,1000
22,30,395,553,0,corridor,1000
22,31,470,409,0,corridor,1000
22,32,535,424,0,corridor,1000
22,33,450,490,0,corridor,1000
22,34,667,542,0,corridor,1000
22,35,668,547,0,corridor,1000
22,36,533,465,0,corridor,1000
22,37,568,521,0,corridor,1000
22,38,563,532,0,corridor,1000
22,39,430,476,0,corridor,1000
23,0,135,196,0,corridor,1000
23,1,261,188,0,corridor,1000
23,2,195,129,0,corridor,1000
23,3,171,263,0,corridor,1000
23,4,149,173,0,corridor,1000
23,5,281,187,0,corridor,1000
23,6,310,154,0,corridor,1000
23,7,203,196,0,corridor,1000
23,8,299,264,0,corridor,1000
23,9,150,245,0,corridor,1000
23,10,144,232,0,corridor,1000
23,11,151,130,0,corridor,1000
23,12,92,238,0,corridor,1000
23,13,282,166,0,corridor,1000
23,14,226,268,0,corridor,1000
23,15,148,210,0,corridor,1000
23,16,231,153,0,corridor,1000
23,17,245,258,0,corridor,1000
23,18,146,273,0,corridor,1000
23,19,74,137,0,corridor,1000
23,20,494,530,0,corridor,1000
23,21,402,587,0,corridor,1000
23,22,508,661,0,corridor,1000
23,23,569,509,0,corridor,1000
23,24,573,541,0,corridor,1000
23,25,619,439,0,corridor,1000
23,26,532,491,0,corridor,1000
23,27,620,537,0,corridor,1000
23,28,525,447,0,corridor,1000
23,29,554,579,0,corridor,1000
23,30,393,555,0,corridor,1000
23,31,472,407,0,corridor,1000
23,32,537,423,0,corridor,1000
23,33,449,491,0,corridor,1000
23,34,669,542,0,corridor,1000
